customer_id,predicted_churn_probability,risk_bucket,age,customer_tenure_months,current_premium,num_policies,recommended_action
13301,0.2066,4_Bajo,68,62,1029.07,1,Cross-sell prioritario (mono-póliza estable)
13307,0.2619,4_Bajo,52,46,1054.42,1,Cross-sell prioritario (mono-póliza estable)
13309,0.1566,4_Bajo,37,103,1247.97,1,Cross-sell prioritario (mono-póliza estable)
13310,0.2492,4_Bajo,53,44,1228.15,1,Cross-sell prioritario (mono-póliza estable)
13314,0.3119,4_Bajo,58,47,1218.29,1,Cross-sell prioritario (mono-póliza estable)
13317,0.3468,4_Bajo,54,35,1175.51,1,Cross-sell prioritario (mono-póliza estable)
13322,0.2161,4_Bajo,40,89,846.82,1,Cross-sell prioritario (mono-póliza estable)
13325,0.1619,4_Bajo,40,30,965.76,1,Cross-sell prioritario (mono-póliza estable)
13326,0.3335,4_Bajo,27,152,1904.47,1,Cross-sell prioritario (mono-póliza estable)
13329,0.2308,4_Bajo,81,90,1240.99,1,Cross-sell prioritario (mono-póliza estable)
13346,0.3482,4_Bajo,52,98,1827.37,1,Cross-sell prioritario (mono-póliza estable)
13348,0.3265,4_Bajo,47,117,1075.07,1,Cross-sell prioritario (mono-póliza estable)
13349,0.2902,4_Bajo,61,142,171.79,1,Cross-sell prioritario (mono-póliza estable)
13352,0.3442,4_Bajo,27,17,1377.28,1,Cross-sell prioritario (mono-póliza estable)
13353,0.3122,4_Bajo,41,27,962.58,1,Cross-sell prioritario (mono-póliza estable)
13356,0.3414,4_Bajo,78,130,1132.82,1,Cross-sell prioritario (mono-póliza estable)
13361,0.1563,4_Bajo,57,69,825.63,1,Cross-sell prioritario (mono-póliza estable)
13366,0.2566,4_Bajo,58,96,589.73,1,Cross-sell prioritario (mono-póliza estable)
13368,0.3162,4_Bajo,74,26,1939.41,1,Cross-sell prioritario (mono-póliza estable)
13370,0.2043,4_Bajo,33,152,487.85,1,Cross-sell prioritario (mono-póliza estable)
13376,0.3052,4_Bajo,78,42,1494.69,1,Cross-sell prioritario (mono-póliza estable)
13378,0.2527,4_Bajo,55,37,1988.99,1,Cross-sell prioritario (mono-póliza estable)
13380,0.2793,4_Bajo,50,149,1204.11,1,Cross-sell prioritario (mono-póliza estable)
13387,0.346,4_Bajo,77,130,1072.77,1,Cross-sell prioritario (mono-póliza estable)
13393,0.3053,4_Bajo,67,146,1215.71,1,Cross-sell prioritario (mono-póliza estable)
13394,0.2424,4_Bajo,41,74,1542.22,1,Cross-sell prioritario (mono-póliza estable)
13397,0.2325,4_Bajo,51,145,1034.04,1,Cross-sell prioritario (mono-póliza estable)
13400,0.2118,4_Bajo,55,123,1247.29,1,Cross-sell prioritario (mono-póliza estable)
13401,0.2061,4_Bajo,80,39,1506.0,1,Cross-sell prioritario (mono-póliza estable)
13404,0.163,4_Bajo,60,158,1803.74,1,Cross-sell prioritario (mono-póliza estable)
13418,0.1661,4_Bajo,59,29,941.17,1,Cross-sell prioritario (mono-póliza estable)
13426,0.186,4_Bajo,39,69,1444.67,1,Cross-sell prioritario (mono-póliza estable)
13427,0.2804,4_Bajo,23,180,849.74,1,Cross-sell prioritario (mono-póliza estable)
13430,0.2636,4_Bajo,60,100,1455.99,1,Cross-sell prioritario (mono-póliza estable)
13437,0.2462,4_Bajo,53,55,877.5,1,Cross-sell prioritario (mono-póliza estable)
13438,0.1387,4_Bajo,60,123,1913.88,1,Cross-sell prioritario (mono-póliza estable)
13440,0.2902,4_Bajo,48,90,811.86,1,Cross-sell prioritario (mono-póliza estable)
13448,0.2578,4_Bajo,26,60,1117.54,1,Cross-sell prioritario (mono-póliza estable)
13451,0.1903,4_Bajo,19,77,1004.07,1,Cross-sell prioritario (mono-póliza estable)
13452,0.2887,4_Bajo,44,92,1186.23,1,Cross-sell prioritario (mono-póliza estable)
13455,0.2038,4_Bajo,35,120,1687.6,1,Cross-sell prioritario (mono-póliza estable)
13458,0.2542,4_Bajo,69,161,1252.87,1,Cross-sell prioritario (mono-póliza estable)
13461,0.215,4_Bajo,63,56,1241.82,1,Cross-sell prioritario (mono-póliza estable)
13464,0.1638,4_Bajo,54,158,1186.09,1,Cross-sell prioritario (mono-póliza estable)
13469,0.3076,4_Bajo,49,130,1041.61,1,Cross-sell prioritario (mono-póliza estable)
13471,0.22,4_Bajo,59,102,652.37,1,Cross-sell prioritario (mono-póliza estable)
13472,0.2692,4_Bajo,84,96,1060.52,1,Cross-sell prioritario (mono-póliza estable)
13479,0.1667,4_Bajo,44,93,1082.61,1,Cross-sell prioritario (mono-póliza estable)
13484,0.244,4_Bajo,42,112,350.26,1,Cross-sell prioritario (mono-póliza estable)
13485,0.296,4_Bajo,38,113,667.84,1,Cross-sell prioritario (mono-póliza estable)
13492,0.2662,4_Bajo,24,125,1011.19,1,Cross-sell prioritario (mono-póliza estable)
13493,0.3003,4_Bajo,42,86,655.58,1,Cross-sell prioritario (mono-póliza estable)
13496,0.3371,4_Bajo,53,84,1413.22,1,Cross-sell prioritario (mono-póliza estable)
13501,0.3098,4_Bajo,30,92,1154.02,1,Cross-sell prioritario (mono-póliza estable)
13504,0.1904,4_Bajo,36,66,203.79,1,Cross-sell prioritario (mono-póliza estable)
13510,0.2119,4_Bajo,47,87,1147.75,1,Cross-sell prioritario (mono-póliza estable)
13513,0.2761,4_Bajo,42,147,1301.31,1,Cross-sell prioritario (mono-póliza estable)
13515,0.2331,4_Bajo,37,171,755.11,1,Cross-sell prioritario (mono-póliza estable)
13517,0.2005,4_Bajo,37,99,1032.75,1,Cross-sell prioritario (mono-póliza estable)
13518,0.1538,4_Bajo,46,124,1180.98,1,Cross-sell prioritario (mono-póliza estable)
13520,0.2613,4_Bajo,34,97,190.4,1,Cross-sell prioritario (mono-póliza estable)
13524,0.3186,4_Bajo,58,158,236.91,1,Cross-sell prioritario (mono-póliza estable)
13535,0.1332,4_Bajo,42,149,1007.95,1,Cross-sell prioritario (mono-póliza estable)
13540,0.2056,4_Bajo,44,50,1056.29,1,Cross-sell prioritario (mono-póliza estable)
13542,0.1576,4_Bajo,41,151,2078.97,1,Cross-sell prioritario (mono-póliza estable)
13543,0.2686,4_Bajo,24,53,962.83,1,Cross-sell prioritario (mono-póliza estable)
13544,0.2423,4_Bajo,57,51,868.05,1,Cross-sell prioritario (mono-póliza estable)
13551,0.2537,4_Bajo,53,149,860.69,1,Cross-sell prioritario (mono-póliza estable)
13560,0.1766,4_Bajo,67,151,1418.33,1,Cross-sell prioritario (mono-póliza estable)
13562,0.2289,4_Bajo,43,75,198.73,1,Cross-sell prioritario (mono-póliza estable)
13564,0.255,4_Bajo,44,16,685.97,1,Cross-sell prioritario (mono-póliza estable)
13567,0.2832,4_Bajo,37,39,1709.28,1,Cross-sell prioritario (mono-póliza estable)
13569,0.1429,4_Bajo,57,42,256.59,1,Cross-sell prioritario (mono-póliza estable)
13576,0.2433,4_Bajo,66,148,1752.35,1,Cross-sell prioritario (mono-póliza estable)
13577,0.3028,4_Bajo,66,152,1109.28,1,Cross-sell prioritario (mono-póliza estable)
13579,0.2176,4_Bajo,34,34,592.07,1,Cross-sell prioritario (mono-póliza estable)
13585,0.1994,4_Bajo,23,41,1258.04,1,Cross-sell prioritario (mono-póliza estable)
13586,0.3491,4_Bajo,66,68,1113.63,1,Cross-sell prioritario (mono-póliza estable)
13592,0.1613,4_Bajo,55,98,780.28,1,Cross-sell prioritario (mono-póliza estable)
13598,0.2775,4_Bajo,55,124,286.55,1,Cross-sell prioritario (mono-póliza estable)
13603,0.2297,4_Bajo,39,108,1168.32,1,Cross-sell prioritario (mono-póliza estable)
13610,0.2991,4_Bajo,78,132,802.74,1,Cross-sell prioritario (mono-póliza estable)
13613,0.3183,4_Bajo,69,34,671.17,1,Cross-sell prioritario (mono-póliza estable)
13618,0.1281,4_Bajo,46,140,507.05,1,Cross-sell prioritario (mono-póliza estable)
13619,0.1699,4_Bajo,76,176,1270.6,1,Cross-sell prioritario (mono-póliza estable)
13621,0.288,4_Bajo,69,145,1106.76,1,Cross-sell prioritario (mono-póliza estable)
13624,0.2875,4_Bajo,37,78,959.45,1,Cross-sell prioritario (mono-póliza estable)
13626,0.3262,4_Bajo,40,138,749.43,1,Cross-sell prioritario (mono-póliza estable)
13627,0.312,4_Bajo,25,130,1254.03,1,Cross-sell prioritario (mono-póliza estable)
13636,0.1619,4_Bajo,30,106,328.75,1,Cross-sell prioritario (mono-póliza estable)
13641,0.2466,4_Bajo,43,168,784.1,1,Cross-sell prioritario (mono-póliza estable)
13643,0.2703,4_Bajo,84,178,1036.8,1,Cross-sell prioritario (mono-póliza estable)
13644,0.2936,4_Bajo,81,156,2199.99,1,Cross-sell prioritario (mono-póliza estable)
13645,0.2031,4_Bajo,39,158,836.78,1,Cross-sell prioritario (mono-póliza estable)
13651,0.1134,4_Bajo,43,75,2040.92,1,Cross-sell prioritario (mono-póliza estable)
13652,0.3496,4_Bajo,55,164,941.64,1,Cross-sell prioritario (mono-póliza estable)
13654,0.283,4_Bajo,19,127,669.84,1,Cross-sell prioritario (mono-póliza estable)
13656,0.3488,4_Bajo,76,126,1081.84,1,Cross-sell prioritario (mono-póliza estable)
13662,0.162,4_Bajo,51,175,1007.49,1,Cross-sell prioritario (mono-póliza estable)
13663,0.1843,4_Bajo,57,123,411.21,1,Cross-sell prioritario (mono-póliza estable)
13665,0.3112,4_Bajo,26,97,121.25,1,Cross-sell prioritario (mono-póliza estable)
13666,0.2221,4_Bajo,35,93,1774.08,1,Cross-sell prioritario (mono-póliza estable)
13672,0.2541,4_Bajo,29,157,1031.4,1,Cross-sell prioritario (mono-póliza estable)
13674,0.1977,4_Bajo,21,53,1007.6,1,Cross-sell prioritario (mono-póliza estable)
13681,0.3321,4_Bajo,67,156,1410.19,1,Cross-sell prioritario (mono-póliza estable)
13682,0.2989,4_Bajo,65,62,274.18,1,Cross-sell prioritario (mono-póliza estable)
13684,0.2944,4_Bajo,85,19,1384.81,1,Cross-sell prioritario (mono-póliza estable)
13687,0.1969,4_Bajo,27,43,1468.81,1,Cross-sell prioritario (mono-póliza estable)
13688,0.2866,4_Bajo,41,110,511.76,1,Cross-sell prioritario (mono-póliza estable)
13699,0.3246,4_Bajo,44,89,717.58,1,Cross-sell prioritario (mono-póliza estable)
13702,0.3099,4_Bajo,85,13,500.77,1,Cross-sell prioritario (mono-póliza estable)
13707,0.3262,4_Bajo,49,134,1375.44,1,Cross-sell prioritario (mono-póliza estable)
13711,0.283,4_Bajo,19,37,869.26,1,Cross-sell prioritario (mono-póliza estable)
13713,0.1646,4_Bajo,72,45,1108.03,1,Cross-sell prioritario (mono-póliza estable)
13720,0.2961,4_Bajo,25,86,1516.7,1,Cross-sell prioritario (mono-póliza estable)
13722,0.175,4_Bajo,32,170,1085.28,1,Cross-sell prioritario (mono-póliza estable)
13727,0.3205,4_Bajo,23,57,804.92,1,Cross-sell prioritario (mono-póliza estable)
13728,0.1636,4_Bajo,40,63,299.1,1,Cross-sell prioritario (mono-póliza estable)
13730,0.1233,4_Bajo,53,33,563.69,1,Cross-sell prioritario (mono-póliza estable)
13733,0.2648,4_Bajo,37,48,2238.9,1,Cross-sell prioritario (mono-póliza estable)
13734,0.2956,4_Bajo,53,100,120.0,1,Cross-sell prioritario (mono-póliza estable)
13751,0.3193,4_Bajo,46,112,1579.39,1,Cross-sell prioritario (mono-póliza estable)
13753,0.3155,4_Bajo,82,139,1455.52,1,Cross-sell prioritario (mono-póliza estable)
13756,0.1336,4_Bajo,40,37,926.49,1,Cross-sell prioritario (mono-póliza estable)
13759,0.3379,4_Bajo,84,39,1725.28,1,Cross-sell prioritario (mono-póliza estable)
13764,0.1787,4_Bajo,62,21,861.92,1,Cross-sell prioritario (mono-póliza estable)
13766,0.2227,4_Bajo,45,17,851.71,1,Cross-sell prioritario (mono-póliza estable)
13776,0.24,4_Bajo,35,115,1038.51,1,Cross-sell prioritario (mono-póliza estable)
13779,0.3122,4_Bajo,47,69,1688.8,1,Cross-sell prioritario (mono-póliza estable)
13786,0.3146,4_Bajo,22,118,402.64,1,Cross-sell prioritario (mono-póliza estable)
13788,0.2433,4_Bajo,32,24,1183.59,1,Cross-sell prioritario (mono-póliza estable)
13789,0.1493,4_Bajo,33,138,904.29,1,Cross-sell prioritario (mono-póliza estable)
13798,0.1844,4_Bajo,58,135,750.46,1,Cross-sell prioritario (mono-póliza estable)
13801,0.2234,4_Bajo,45,114,1377.0,1,Cross-sell prioritario (mono-póliza estable)
13804,0.2428,4_Bajo,53,13,1703.22,1,Cross-sell prioritario (mono-póliza estable)
13806,0.3386,4_Bajo,65,166,1367.83,1,Cross-sell prioritario (mono-póliza estable)
13811,0.2214,4_Bajo,62,141,1025.02,1,Cross-sell prioritario (mono-póliza estable)
13815,0.3453,4_Bajo,74,48,1209.69,1,Cross-sell prioritario (mono-póliza estable)
13816,0.1497,4_Bajo,72,46,838.18,1,Cross-sell prioritario (mono-póliza estable)
13820,0.2662,4_Bajo,43,52,185.54,1,Cross-sell prioritario (mono-póliza estable)
13821,0.1803,4_Bajo,47,150,1562.47,1,Cross-sell prioritario (mono-póliza estable)
13823,0.3064,4_Bajo,34,66,1266.42,1,Cross-sell prioritario (mono-póliza estable)
13826,0.2052,4_Bajo,63,159,1073.96,1,Cross-sell prioritario (mono-póliza estable)
13827,0.335,4_Bajo,46,152,1458.32,1,Cross-sell prioritario (mono-póliza estable)
13830,0.1817,4_Bajo,68,21,259.64,1,Cross-sell prioritario (mono-póliza estable)
13834,0.3407,4_Bajo,41,159,237.19,1,Cross-sell prioritario (mono-póliza estable)
13841,0.1368,4_Bajo,59,131,941.43,1,Cross-sell prioritario (mono-póliza estable)
13842,0.2354,4_Bajo,69,35,791.78,1,Cross-sell prioritario (mono-póliza estable)
13844,0.1801,4_Bajo,71,172,1129.09,1,Cross-sell prioritario (mono-póliza estable)
13846,0.2693,4_Bajo,46,25,895.01,1,Cross-sell prioritario (mono-póliza estable)
13847,0.1304,4_Bajo,49,62,1374.66,1,Cross-sell prioritario (mono-póliza estable)
13848,0.2586,4_Bajo,52,60,975.97,1,Cross-sell prioritario (mono-póliza estable)
13853,0.251,4_Bajo,41,147,545.19,1,Cross-sell prioritario (mono-póliza estable)
13854,0.27,4_Bajo,35,109,1900.3,1,Cross-sell prioritario (mono-póliza estable)
13855,0.2757,4_Bajo,53,101,828.19,1,Cross-sell prioritario (mono-póliza estable)
13859,0.3156,4_Bajo,21,178,760.44,1,Cross-sell prioritario (mono-póliza estable)
13863,0.1396,4_Bajo,46,39,1073.76,1,Cross-sell prioritario (mono-póliza estable)
13869,0.2118,4_Bajo,64,145,1388.5,1,Cross-sell prioritario (mono-póliza estable)
13873,0.2062,4_Bajo,19,74,1140.51,1,Cross-sell prioritario (mono-póliza estable)
13877,0.2699,4_Bajo,61,146,1374.62,1,Cross-sell prioritario (mono-póliza estable)
13879,0.3122,4_Bajo,77,121,2682.86,1,Cross-sell prioritario (mono-póliza estable)
13881,0.2759,4_Bajo,35,140,739.04,1,Cross-sell prioritario (mono-póliza estable)
13890,0.256,4_Bajo,44,97,793.92,1,Cross-sell prioritario (mono-póliza estable)
13891,0.2389,4_Bajo,70,131,917.61,1,Cross-sell prioritario (mono-póliza estable)
13895,0.3227,4_Bajo,80,180,1082.76,1,Cross-sell prioritario (mono-póliza estable)
13903,0.3409,4_Bajo,66,109,1762.0,1,Cross-sell prioritario (mono-póliza estable)
13907,0.2977,4_Bajo,78,101,128.74,1,Cross-sell prioritario (mono-póliza estable)
13916,0.143,4_Bajo,55,171,1156.07,1,Cross-sell prioritario (mono-póliza estable)
13923,0.2911,4_Bajo,40,12,1533.36,1,Cross-sell prioritario (mono-póliza estable)
13924,0.3316,4_Bajo,29,42,2044.96,1,Cross-sell prioritario (mono-póliza estable)
13927,0.279,4_Bajo,47,73,1179.85,1,Cross-sell prioritario (mono-póliza estable)
13928,0.1833,4_Bajo,44,17,448.53,1,Cross-sell prioritario (mono-póliza estable)
13934,0.2571,4_Bajo,54,108,1648.02,1,Cross-sell prioritario (mono-póliza estable)
13937,0.2295,4_Bajo,53,99,1498.88,1,Cross-sell prioritario (mono-póliza estable)
13941,0.202,4_Bajo,68,146,1025.48,1,Cross-sell prioritario (mono-póliza estable)
13942,0.2543,4_Bajo,70,79,845.74,1,Cross-sell prioritario (mono-póliza estable)
13949,0.2663,4_Bajo,38,27,1299.25,1,Cross-sell prioritario (mono-póliza estable)
13956,0.165,4_Bajo,31,65,1298.47,1,Cross-sell prioritario (mono-póliza estable)
13957,0.1754,4_Bajo,69,158,355.01,1,Cross-sell prioritario (mono-póliza estable)
13958,0.2907,4_Bajo,71,36,1040.33,1,Cross-sell prioritario (mono-póliza estable)
13959,0.2864,4_Bajo,18,69,1305.99,1,Cross-sell prioritario (mono-póliza estable)
13966,0.143,4_Bajo,36,82,577.64,1,Cross-sell prioritario (mono-póliza estable)
13967,0.169,4_Bajo,44,133,1092.02,1,Cross-sell prioritario (mono-póliza estable)
13970,0.262,4_Bajo,39,64,467.03,1,Cross-sell prioritario (mono-póliza estable)
13972,0.3163,4_Bajo,60,141,1836.05,1,Cross-sell prioritario (mono-póliza estable)
13973,0.2299,4_Bajo,31,154,884.15,1,Cross-sell prioritario (mono-póliza estable)
13974,0.2566,4_Bajo,58,103,229.89,1,Cross-sell prioritario (mono-póliza estable)
13976,0.2942,4_Bajo,21,60,444.38,1,Cross-sell prioritario (mono-póliza estable)
13977,0.2171,4_Bajo,23,155,896.45,1,Cross-sell prioritario (mono-póliza estable)
13978,0.2573,4_Bajo,18,20,548.22,1,Cross-sell prioritario (mono-póliza estable)
13984,0.3031,4_Bajo,35,143,1063.36,1,Cross-sell prioritario (mono-póliza estable)
13988,0.1391,4_Bajo,53,145,1542.35,1,Cross-sell prioritario (mono-póliza estable)
13990,0.2332,4_Bajo,72,106,876.43,1,Cross-sell prioritario (mono-póliza estable)
13991,0.2577,4_Bajo,28,33,753.53,1,Cross-sell prioritario (mono-póliza estable)
13993,0.1675,4_Bajo,76,62,634.09,1,Cross-sell prioritario (mono-póliza estable)
13995,0.1785,4_Bajo,53,180,1256.75,1,Cross-sell prioritario (mono-póliza estable)
13999,0.3318,4_Bajo,53,158,1624.22,1,Cross-sell prioritario (mono-póliza estable)
14000,0.1221,4_Bajo,68,118,1684.49,1,Cross-sell prioritario (mono-póliza estable)
14005,0.2566,4_Bajo,53,72,910.4,1,Cross-sell prioritario (mono-póliza estable)
14009,0.3183,4_Bajo,18,86,1261.49,1,Cross-sell prioritario (mono-póliza estable)
14012,0.1783,4_Bajo,48,22,447.95,1,Cross-sell prioritario (mono-póliza estable)
14019,0.3048,4_Bajo,56,76,1076.93,1,Cross-sell prioritario (mono-póliza estable)
14027,0.266,4_Bajo,44,17,1050.44,1,Cross-sell prioritario (mono-póliza estable)
14028,0.1894,4_Bajo,66,132,412.24,1,Cross-sell prioritario (mono-póliza estable)
14029,0.2333,4_Bajo,68,59,1206.31,1,Cross-sell prioritario (mono-póliza estable)
14033,0.2181,4_Bajo,52,75,688.17,1,Cross-sell prioritario (mono-póliza estable)
14035,0.2424,4_Bajo,53,54,1594.96,1,Cross-sell prioritario (mono-póliza estable)
14036,0.2476,4_Bajo,19,174,1327.3,1,Cross-sell prioritario (mono-póliza estable)
14038,0.2984,4_Bajo,19,30,940.85,1,Cross-sell prioritario (mono-póliza estable)
14043,0.3148,4_Bajo,52,92,968.37,1,Cross-sell prioritario (mono-póliza estable)
14046,0.2864,4_Bajo,40,92,1093.03,1,Cross-sell prioritario (mono-póliza estable)
14049,0.188,4_Bajo,58,180,1422.54,1,Cross-sell prioritario (mono-póliza estable)
14052,0.1599,4_Bajo,53,163,808.99,1,Cross-sell prioritario (mono-póliza estable)
14054,0.2084,4_Bajo,58,171,310.91,1,Cross-sell prioritario (mono-póliza estable)
14055,0.2351,4_Bajo,23,127,1082.64,1,Cross-sell prioritario (mono-póliza estable)
14059,0.329,4_Bajo,84,73,1609.87,1,Cross-sell prioritario (mono-póliza estable)
14064,0.2167,4_Bajo,33,172,1741.48,1,Cross-sell prioritario (mono-póliza estable)
14070,0.2785,4_Bajo,29,129,1004.52,1,Cross-sell prioritario (mono-póliza estable)
14072,0.2071,4_Bajo,60,81,1616.08,1,Cross-sell prioritario (mono-póliza estable)
14074,0.2112,4_Bajo,24,44,1389.58,1,Cross-sell prioritario (mono-póliza estable)
14077,0.1396,4_Bajo,35,63,1531.31,1,Cross-sell prioritario (mono-póliza estable)
14079,0.3168,4_Bajo,33,82,1097.05,1,Cross-sell prioritario (mono-póliza estable)
14083,0.3108,4_Bajo,19,131,954.87,1,Cross-sell prioritario (mono-póliza estable)
14087,0.2536,4_Bajo,49,37,1118.96,1,Cross-sell prioritario (mono-póliza estable)
14088,0.3114,4_Bajo,33,141,439.96,1,Cross-sell prioritario (mono-póliza estable)
14092,0.2871,4_Bajo,83,140,332.09,1,Cross-sell prioritario (mono-póliza estable)
14095,0.2529,4_Bajo,40,167,1897.18,1,Cross-sell prioritario (mono-póliza estable)
14097,0.1743,4_Bajo,46,65,1149.51,1,Cross-sell prioritario (mono-póliza estable)
14099,0.1828,4_Bajo,50,77,803.78,1,Cross-sell prioritario (mono-póliza estable)
14104,0.3238,4_Bajo,33,145,1174.99,1,Cross-sell prioritario (mono-póliza estable)
14112,0.1942,4_Bajo,44,113,1479.05,1,Cross-sell prioritario (mono-póliza estable)
14114,0.3423,4_Bajo,76,93,2040.35,1,Cross-sell prioritario (mono-póliza estable)
14120,0.2036,4_Bajo,45,174,705.9,1,Cross-sell prioritario (mono-póliza estable)
14124,0.2252,4_Bajo,18,49,201.8,1,Cross-sell prioritario (mono-póliza estable)
14126,0.2016,4_Bajo,36,96,841.74,1,Cross-sell prioritario (mono-póliza estable)
14128,0.3235,4_Bajo,22,138,644.2,1,Cross-sell prioritario (mono-póliza estable)
14129,0.242,4_Bajo,44,122,568.64,1,Cross-sell prioritario (mono-póliza estable)
14135,0.1155,4_Bajo,53,151,1621.24,1,Cross-sell prioritario (mono-póliza estable)
14138,0.2672,4_Bajo,47,149,1685.56,1,Cross-sell prioritario (mono-póliza estable)
14139,0.2759,4_Bajo,19,99,995.51,1,Cross-sell prioritario (mono-póliza estable)
14141,0.3156,4_Bajo,24,19,730.33,1,Cross-sell prioritario (mono-póliza estable)
14146,0.2318,4_Bajo,38,135,766.97,1,Cross-sell prioritario (mono-póliza estable)
14148,0.3248,4_Bajo,54,37,399.87,1,Cross-sell prioritario (mono-póliza estable)
14151,0.1725,4_Bajo,44,56,180.56,1,Cross-sell prioritario (mono-póliza estable)
14156,0.3329,4_Bajo,85,88,1045.53,1,Cross-sell prioritario (mono-póliza estable)
14157,0.2424,4_Bajo,45,138,1664.9,1,Cross-sell prioritario (mono-póliza estable)
14159,0.1312,4_Bajo,37,120,1389.71,1,Cross-sell prioritario (mono-póliza estable)
14160,0.3327,4_Bajo,83,89,936.44,1,Cross-sell prioritario (mono-póliza estable)
14163,0.3089,4_Bajo,35,132,1037.16,1,Cross-sell prioritario (mono-póliza estable)
14165,0.1598,4_Bajo,44,166,1213.19,1,Cross-sell prioritario (mono-póliza estable)
14167,0.2916,4_Bajo,77,72,1067.18,1,Cross-sell prioritario (mono-póliza estable)
14168,0.3346,4_Bajo,32,122,805.58,1,Cross-sell prioritario (mono-póliza estable)
14171,0.1954,4_Bajo,67,115,369.72,1,Cross-sell prioritario (mono-póliza estable)
14172,0.3303,4_Bajo,69,95,943.44,1,Cross-sell prioritario (mono-póliza estable)
14181,0.266,4_Bajo,44,13,1046.17,1,Cross-sell prioritario (mono-póliza estable)
14185,0.3319,4_Bajo,54,177,146.38,1,Cross-sell prioritario (mono-póliza estable)
14188,0.155,4_Bajo,70,76,671.61,1,Cross-sell prioritario (mono-póliza estable)
14192,0.3409,4_Bajo,35,58,1093.26,1,Cross-sell prioritario (mono-póliza estable)
14194,0.1222,4_Bajo,50,130,489.91,1,Cross-sell prioritario (mono-póliza estable)
14197,0.3181,4_Bajo,23,91,608.31,1,Cross-sell prioritario (mono-póliza estable)
14201,0.3139,4_Bajo,74,76,130.48,1,Cross-sell prioritario (mono-póliza estable)
14204,0.1833,4_Bajo,35,171,1004.88,1,Cross-sell prioritario (mono-póliza estable)
14206,0.3247,4_Bajo,56,86,613.07,1,Cross-sell prioritario (mono-póliza estable)
14208,0.216,4_Bajo,22,158,1050.74,1,Cross-sell prioritario (mono-póliza estable)
14210,0.2181,4_Bajo,36,41,1487.35,1,Cross-sell prioritario (mono-póliza estable)
14211,0.1665,4_Bajo,42,22,863.38,1,Cross-sell prioritario (mono-póliza estable)
14217,0.149,4_Bajo,28,44,1447.41,1,Cross-sell prioritario (mono-póliza estable)
14219,0.3355,4_Bajo,47,70,2103.29,1,Cross-sell prioritario (mono-póliza estable)
14223,0.1553,4_Bajo,56,104,1193.2,1,Cross-sell prioritario (mono-póliza estable)
14224,0.1433,4_Bajo,57,170,1688.8,1,Cross-sell prioritario (mono-póliza estable)
14225,0.2115,4_Bajo,65,179,747.12,1,Cross-sell prioritario (mono-póliza estable)
14233,0.2025,4_Bajo,57,103,997.61,1,Cross-sell prioritario (mono-póliza estable)
14236,0.3403,4_Bajo,64,21,1925.32,1,Cross-sell prioritario (mono-póliza estable)
14238,0.1841,4_Bajo,33,48,920.22,1,Cross-sell prioritario (mono-póliza estable)
14243,0.3108,4_Bajo,61,63,1601.65,1,Cross-sell prioritario (mono-póliza estable)
14247,0.2851,4_Bajo,57,103,1848.65,1,Cross-sell prioritario (mono-póliza estable)
14255,0.2645,4_Bajo,72,157,973.16,1,Cross-sell prioritario (mono-póliza estable)
14260,0.1953,4_Bajo,38,86,738.2,1,Cross-sell prioritario (mono-póliza estable)
14264,0.3097,4_Bajo,63,113,816.55,1,Cross-sell prioritario (mono-póliza estable)
14268,0.2632,4_Bajo,46,150,1368.08,1,Cross-sell prioritario (mono-póliza estable)
14270,0.2995,4_Bajo,39,17,1210.91,1,Cross-sell prioritario (mono-póliza estable)
14277,0.2298,4_Bajo,36,102,786.11,1,Cross-sell prioritario (mono-póliza estable)
14279,0.1831,4_Bajo,72,162,654.64,1,Cross-sell prioritario (mono-póliza estable)
14295,0.3284,4_Bajo,41,40,785.15,1,Cross-sell prioritario (mono-póliza estable)
14299,0.2272,4_Bajo,38,17,740.2,1,Cross-sell prioritario (mono-póliza estable)
14301,0.135,4_Bajo,32,149,883.31,1,Cross-sell prioritario (mono-póliza estable)
14302,0.2602,4_Bajo,55,175,1663.03,1,Cross-sell prioritario (mono-póliza estable)
14303,0.3416,4_Bajo,23,34,661.19,1,Cross-sell prioritario (mono-póliza estable)
14304,0.3452,4_Bajo,67,67,982.58,1,Cross-sell prioritario (mono-póliza estable)
14313,0.3282,4_Bajo,43,154,864.93,1,Cross-sell prioritario (mono-póliza estable)
14317,0.1169,4_Bajo,48,122,623.47,1,Cross-sell prioritario (mono-póliza estable)
14319,0.2704,4_Bajo,26,160,349.69,1,Cross-sell prioritario (mono-póliza estable)
14330,0.2222,4_Bajo,81,117,357.08,1,Cross-sell prioritario (mono-póliza estable)
14332,0.3029,4_Bajo,46,72,1270.13,1,Cross-sell prioritario (mono-póliza estable)
14333,0.2341,4_Bajo,41,95,517.06,1,Cross-sell prioritario (mono-póliza estable)
14342,0.3378,4_Bajo,52,77,871.09,1,Cross-sell prioritario (mono-póliza estable)
14344,0.2791,4_Bajo,55,68,1064.12,1,Cross-sell prioritario (mono-póliza estable)
14362,0.2543,4_Bajo,35,100,1218.96,1,Cross-sell prioritario (mono-póliza estable)
14367,0.2396,4_Bajo,43,40,1259.76,1,Cross-sell prioritario (mono-póliza estable)
14368,0.1532,4_Bajo,42,153,650.75,1,Cross-sell prioritario (mono-póliza estable)
