customer_id,predicted_churn_probability,risk_bucket,risk_score,age,customer_tenure_months,current_premium,num_policies,missed_payment_flag,complaint_flag,coverage_downgrade_flag,quote_requested_flag,premium_change_pct,recommended_action
2410,0.7771,1_Critico,2,19,31,422.38,1,0,0,0,1,0.1768,1_Llamada gerencial + oferta premium
44513,0.777,1_Critico,2,36,1,1193.47,1,0,0,1,0,0.0332,1_Llamada gerencial + oferta premium
25429,0.777,1_Critico,1,62,110,1091.87,1,0,1,0,0,-0.0588,1_Llamada gerencial + oferta premium
39728,0.7769,1_Critico,1,84,46,616.12,1,0,0,0,0,0.0941,1_Llamada gerencial + oferta premium
10725,0.7769,1_Critico,2,75,100,1615.56,1,0,0,0,1,0.1594,1_Llamada gerencial + oferta premium
7250,0.7768,1_Critico,3,63,23,129.92,1,0,0,1,1,0.1572,1_Llamada gerencial + oferta premium
20958,0.7766,1_Critico,2,31,49,1687.39,1,0,0,0,1,0.1696,1_Llamada gerencial + oferta premium
36848,0.7766,1_Critico,3,44,86,900.21,1,0,0,0,1,0.1696,1_Llamada gerencial + oferta premium
33275,0.7765,1_Critico,2,58,38,1309.97,1,0,1,0,0,-0.031,1_Llamada gerencial + oferta premium
34625,0.7764,1_Critico,3,68,55,1144.49,1,0,0,1,1,0.1471,1_Llamada gerencial + oferta premium
19930,0.7764,1_Critico,1,19,13,1604.53,1,0,0,0,0,-0.0455,1_Llamada gerencial + oferta premium
44255,0.7763,1_Critico,3,36,149,884.54,1,0,0,0,1,0.2417,1_Llamada gerencial + oferta premium
24520,0.7761,1_Critico,3,69,107,1589.5,1,0,0,1,1,0.1389,1_Llamada gerencial + oferta premium
14962,0.7761,1_Critico,2,52,37,891.87,1,0,0,0,0,0.1634,1_Llamada gerencial + oferta premium
43783,0.7759,1_Critico,2,73,81,989.68,1,0,0,0,1,0.1694,1_Llamada gerencial + oferta premium
25534,0.7757,1_Critico,2,25,73,630.21,1,0,0,0,1,0.1641,1_Llamada gerencial + oferta premium
276,0.7757,1_Critico,1,50,139,556.95,1,0,0,0,0,0.1366,1_Llamada gerencial + oferta premium
34256,0.7757,1_Critico,2,65,25,1309.76,1,0,0,1,0,0.036,1_Llamada gerencial + oferta premium
13446,0.7756,1_Critico,2,46,52,1133.73,1,0,0,0,0,0.1157,1_Llamada gerencial + oferta premium
45135,0.7756,1_Critico,2,77,49,143.0,1,0,0,0,0,0.106,1_Llamada gerencial + oferta premium
12963,0.7754,1_Critico,2,24,109,2014.92,1,0,0,0,1,0.1701,1_Llamada gerencial + oferta premium
26679,0.7754,1_Critico,2,32,18,1520.26,1,0,0,0,1,0.0718,1_Llamada gerencial + oferta premium
16200,0.7754,1_Critico,2,81,8,542.19,4,1,0,0,0,0.0351,1_Llamada gerencial + oferta premium
43767,0.7753,1_Critico,3,75,32,1893.74,1,0,0,1,0,0.1362,1_Llamada gerencial + oferta premium
26707,0.7753,1_Critico,2,71,15,1355.37,1,0,0,0,0,0.1124,1_Llamada gerencial + oferta premium
21970,0.7753,1_Critico,1,66,10,596.8,1,0,1,0,0,-0.016,1_Llamada gerencial + oferta premium
9472,0.7752,1_Critico,3,68,90,924.05,1,0,0,1,1,0.1635,1_Llamada gerencial + oferta premium
36048,0.7751,1_Critico,2,64,124,1611.28,1,0,0,0,0,0.1942,1_Llamada gerencial + oferta premium
10311,0.7751,1_Critico,2,42,87,1256.01,1,0,0,0,1,0.2024,1_Llamada gerencial + oferta premium
6461,0.7751,1_Critico,2,29,35,651.57,1,0,0,0,0,0.1691,1_Llamada gerencial + oferta premium
16997,0.775,1_Critico,1,21,12,956.34,1,0,0,0,0,0.0332,1_Llamada gerencial + oferta premium
7139,0.775,1_Critico,1,33,27,1060.29,1,0,0,0,0,0.2111,1_Llamada gerencial + oferta premium
49101,0.7749,1_Critico,1,56,59,1386.49,1,0,0,0,0,0.1184,1_Llamada gerencial + oferta premium
27445,0.7748,1_Critico,2,31,163,1954.97,1,0,0,0,0,0.1733,1_Llamada gerencial + oferta premium
11946,0.7748,1_Critico,2,54,13,560.68,1,0,0,0,0,0.1201,1_Llamada gerencial + oferta premium
17818,0.7747,1_Critico,3,48,34,949.92,1,0,1,0,1,0.019,1_Llamada gerencial + oferta premium
44993,0.7746,1_Critico,2,19,125,1578.72,1,0,0,0,1,0.1526,1_Llamada gerencial + oferta premium
22802,0.7746,1_Critico,3,71,62,1226.19,1,0,0,1,1,0.134,1_Llamada gerencial + oferta premium
2879,0.7745,1_Critico,2,77,89,859.46,1,0,0,0,1,0.1469,1_Llamada gerencial + oferta premium
24214,0.7745,1_Critico,1,65,64,821.13,1,0,0,0,0,0.2859,1_Llamada gerencial + oferta premium
17588,0.7744,1_Critico,2,68,78,2359.03,1,0,0,0,1,0.2569,1_Llamada gerencial + oferta premium
40353,0.7744,1_Critico,2,84,3,1102.13,3,0,1,0,0,-0.0193,1_Llamada gerencial + oferta premium
10006,0.7744,1_Critico,2,70,19,2021.02,1,0,0,0,0,0.108,1_Llamada gerencial + oferta premium
22666,0.7744,1_Critico,1,46,165,1191.43,1,0,0,0,0,0.2921,1_Llamada gerencial + oferta premium
36844,0.7743,1_Critico,2,20,41,1599.36,1,0,0,0,1,0.2412,1_Llamada gerencial + oferta premium
8116,0.7742,1_Critico,2,82,108,822.37,1,0,0,0,1,0.1693,1_Llamada gerencial + oferta premium
8732,0.7741,1_Critico,2,26,49,963.94,1,0,1,0,0,0.067,1_Llamada gerencial + oferta premium
39142,0.7741,1_Critico,1,85,34,808.19,1,0,0,0,0,0.1516,1_Llamada gerencial + oferta premium
36734,0.7741,1_Critico,1,85,14,1755.4,1,0,0,0,1,0.0679,1_Llamada gerencial + oferta premium
13754,0.774,1_Critico,1,19,91,1521.99,1,0,0,0,0,0.1878,1_Llamada gerencial + oferta premium
22205,0.774,1_Critico,2,78,178,1541.35,1,0,0,0,1,0.2341,1_Llamada gerencial + oferta premium
5920,0.774,1_Critico,1,80,42,644.01,1,0,1,0,0,0.0718,1_Llamada gerencial + oferta premium
21009,0.7739,1_Critico,1,75,12,2479.29,1,0,0,0,0,0.0466,1_Llamada gerencial + oferta premium
28587,0.7739,1_Critico,2,36,46,237.92,2,1,0,0,0,0.043,1_Llamada gerencial + oferta premium
42097,0.7739,1_Critico,2,65,67,1532.35,1,0,0,0,0,0.192,1_Llamada gerencial + oferta premium
48894,0.7738,1_Critico,2,73,141,1025.03,1,0,0,0,0,0.1491,1_Llamada gerencial + oferta premium
29308,0.7737,1_Critico,3,59,105,703.28,1,0,0,0,1,0.167,1_Llamada gerencial + oferta premium
11311,0.7737,1_Critico,1,83,61,178.08,1,0,0,0,0,0.1677,1_Llamada gerencial + oferta premium
42726,0.7736,1_Critico,1,67,134,1001.54,1,0,1,0,0,0.0401,1_Llamada gerencial + oferta premium
13034,0.7735,1_Critico,2,67,20,665.48,1,0,0,0,1,0.1626,1_Llamada gerencial + oferta premium
39359,0.7735,1_Critico,3,28,62,554.04,1,0,0,1,1,0.2763,1_Llamada gerencial + oferta premium
40746,0.7735,1_Critico,2,32,156,839.42,1,0,0,0,1,0.1961,1_Llamada gerencial + oferta premium
49477,0.7734,1_Critico,2,32,86,1130.81,1,0,0,0,0,0.1778,1_Llamada gerencial + oferta premium
7098,0.7732,1_Critico,2,25,28,896.73,1,0,0,0,1,-0.0444,1_Llamada gerencial + oferta premium
40411,0.7732,1_Critico,1,83,17,2070.5,1,0,1,0,0,0.0863,1_Llamada gerencial + oferta premium
34766,0.7731,1_Critico,2,81,167,1326.07,1,0,0,0,1,0.1204,1_Llamada gerencial + oferta premium
1474,0.7731,1_Critico,1,32,23,726.87,1,0,0,0,0,0.0949,1_Llamada gerencial + oferta premium
49118,0.7729,1_Critico,1,84,114,1371.64,1,0,0,0,0,0.1773,1_Llamada gerencial + oferta premium
47473,0.7729,1_Critico,1,72,18,1905.37,1,0,0,0,0,0.0981,1_Llamada gerencial + oferta premium
5963,0.7729,1_Critico,1,74,157,629.69,1,0,0,0,0,0.2068,1_Llamada gerencial + oferta premium
4077,0.7729,1_Critico,2,84,70,1027.79,1,0,0,0,1,0.1236,1_Llamada gerencial + oferta premium
29802,0.7728,1_Critico,1,74,123,1436.18,1,0,0,0,0,0.2112,1_Llamada gerencial + oferta premium
41245,0.7728,1_Critico,2,18,180,784.77,1,0,0,0,1,0.2169,1_Llamada gerencial + oferta premium
29010,0.7728,1_Critico,2,60,43,959.43,2,1,0,0,0,0.0604,1_Llamada gerencial + oferta premium
24037,0.7726,1_Critico,0,53,11,734.5,2,0,0,0,0,0.0919,1_Llamada gerencial + oferta premium
7689,0.7724,1_Critico,2,20,51,1061.07,1,0,0,0,1,0.1617,1_Llamada gerencial + oferta premium
5390,0.7724,1_Critico,1,77,21,661.13,1,0,0,0,0,0.1418,1_Llamada gerencial + oferta premium
15285,0.7724,1_Critico,2,21,29,1095.09,1,0,0,1,0,0.2553,1_Llamada gerencial + oferta premium
37128,0.7724,1_Critico,3,18,80,637.52,1,0,0,1,1,0.2382,1_Llamada gerencial + oferta premium
30168,0.7723,1_Critico,2,69,59,1238.05,1,0,0,0,0,0.1571,1_Llamada gerencial + oferta premium
12175,0.7723,1_Critico,2,25,159,1570.99,1,0,0,0,0,0.1005,1_Llamada gerencial + oferta premium
45414,0.7722,1_Critico,3,56,58,943.21,1,0,0,0,1,0.1492,1_Llamada gerencial + oferta premium
16647,0.7721,1_Critico,1,70,18,261.33,1,0,0,0,0,0.0729,1_Llamada gerencial + oferta premium
37000,0.7721,1_Critico,2,55,68,911.11,1,0,1,0,0,-0.0852,1_Llamada gerencial + oferta premium
32535,0.7719,1_Critico,2,80,172,998.01,1,0,0,0,0,0.1018,1_Llamada gerencial + oferta premium
23130,0.7719,1_Critico,3,28,34,213.65,4,0,0,0,1,0.1752,1_Llamada gerencial + oferta premium
36625,0.7719,1_Critico,1,29,172,1236.84,1,0,0,0,0,0.2376,1_Llamada gerencial + oferta premium
34796,0.7719,1_Critico,2,75,77,1833.17,1,0,0,0,0,0.1206,1_Llamada gerencial + oferta premium
11527,0.7719,1_Critico,2,41,96,761.39,1,0,0,0,1,0.2029,1_Llamada gerencial + oferta premium
46503,0.7718,1_Critico,2,84,97,842.06,1,0,0,0,1,0.0225,1_Llamada gerencial + oferta premium
16264,0.7717,1_Critico,2,79,37,1076.1,1,0,0,0,0,0.1414,1_Llamada gerencial + oferta premium
27099,0.7717,1_Critico,0,35,5,1311.94,2,0,0,0,0,0.0767,1_Llamada gerencial + oferta premium
17134,0.7717,1_Critico,1,79,166,690.17,1,0,0,0,0,0.2672,1_Llamada gerencial + oferta premium
22229,0.7717,1_Critico,1,37,134,1323.43,1,0,0,0,0,0.1715,1_Llamada gerencial + oferta premium
14216,0.7716,1_Critico,0,56,9,891.91,4,0,0,0,0,0.0598,1_Llamada gerencial + oferta premium
43425,0.7716,1_Critico,2,39,64,924.74,1,0,0,0,0,0.1827,1_Llamada gerencial + oferta premium
259,0.7715,1_Critico,2,29,39,2205.01,1,0,0,0,1,0.2195,1_Llamada gerencial + oferta premium
2454,0.7715,1_Critico,4,49,59,755.82,4,0,1,1,1,0.0759,1_Llamada gerencial + oferta premium
43124,0.7713,1_Critico,2,73,154,890.72,1,0,0,0,1,0.2612,1_Llamada gerencial + oferta premium
18390,0.7712,1_Critico,4,51,28,995.48,2,1,0,1,1,-0.1089,1_Llamada gerencial + oferta premium
30368,0.7712,1_Critico,0,58,7,1116.42,4,0,0,0,0,0.0772,1_Llamada gerencial + oferta premium
42186,0.7712,1_Critico,2,54,21,1197.54,1,0,0,0,1,0.0604,1_Llamada gerencial + oferta premium
25462,0.7712,1_Critico,1,81,133,1150.59,1,0,0,0,0,0.1935,1_Llamada gerencial + oferta premium
43524,0.7709,1_Critico,1,81,40,1399.69,1,0,0,0,0,0.2128,1_Llamada gerencial + oferta premium
36031,0.7709,1_Critico,1,78,116,1204.17,1,0,0,0,0,0.198,1_Llamada gerencial + oferta premium
34163,0.7708,1_Critico,3,42,110,793.91,1,0,0,1,1,0.2489,1_Llamada gerencial + oferta premium
45925,0.7708,1_Critico,1,43,21,824.89,1,0,0,0,0,0.2003,1_Llamada gerencial + oferta premium
321,0.7708,1_Critico,2,39,16,1360.21,1,0,1,0,1,0.0657,1_Llamada gerencial + oferta premium
44596,0.7705,1_Critico,2,77,92,1625.21,1,0,0,0,1,0.1282,1_Llamada gerencial + oferta premium
6123,0.7704,1_Critico,0,72,2,1995.65,4,0,0,0,0,0.0704,1_Llamada gerencial + oferta premium
46262,0.7704,1_Critico,3,72,131,1595.27,1,0,0,1,1,0.2405,1_Llamada gerencial + oferta premium
46886,0.7704,1_Critico,2,84,17,1629.75,1,0,0,0,1,0.0432,1_Llamada gerencial + oferta premium
33998,0.7703,1_Critico,1,31,19,1753.78,1,0,0,0,0,0.1643,1_Llamada gerencial + oferta premium
11957,0.7703,1_Critico,2,74,81,143.5,1,0,0,1,0,0.1346,1_Llamada gerencial + oferta premium
38771,0.77,1_Critico,1,84,43,1456.3,1,0,0,0,0,0.1857,1_Llamada gerencial + oferta premium
19927,0.77,1_Critico,2,25,102,957.11,1,0,0,0,1,0.1914,1_Llamada gerencial + oferta premium
14334,0.77,1_Critico,0,66,14,1478.36,1,0,0,0,0,-0.0486,1_Llamada gerencial + oferta premium
49371,0.77,1_Critico,2,74,56,1003.46,1,0,0,0,1,0.2222,1_Llamada gerencial + oferta premium
3718,0.77,1_Critico,1,35,86,1076.85,1,0,0,0,0,-0.0135,1_Llamada gerencial + oferta premium
42585,0.7699,1_Critico,2,33,33,1287.97,1,0,1,0,0,-0.069,1_Llamada gerencial + oferta premium
39241,0.7699,1_Critico,1,82,62,1801.66,1,0,0,0,0,0.1798,1_Llamada gerencial + oferta premium
4450,0.7698,1_Critico,1,79,88,1224.02,1,0,0,0,0,0.0996,1_Llamada gerencial + oferta premium
17203,0.7698,1_Critico,3,69,47,503.19,1,0,0,1,0,0.1102,1_Llamada gerencial + oferta premium
22287,0.7696,1_Critico,2,24,23,623.42,1,0,0,1,0,0.1336,1_Llamada gerencial + oferta premium
16069,0.7696,1_Critico,3,49,41,675.68,1,0,1,1,0,-0.0432,1_Llamada gerencial + oferta premium
40566,0.7696,1_Critico,3,65,147,986.62,1,0,0,1,0,0.1795,1_Llamada gerencial + oferta premium
27239,0.7696,1_Critico,2,84,134,1774.71,1,0,0,1,0,0.1489,1_Llamada gerencial + oferta premium
3416,0.7696,1_Critico,2,46,12,1359.59,1,0,0,1,0,0.1812,1_Llamada gerencial + oferta premium
38976,0.7696,1_Critico,2,63,68,296.36,1,0,0,1,0,0.2394,1_Llamada gerencial + oferta premium
42821,0.7696,1_Critico,1,84,45,1732.53,1,0,0,0,0,0.1747,1_Llamada gerencial + oferta premium
2280,0.7696,1_Critico,2,63,120,1410.89,1,0,0,1,0,0.195,1_Llamada gerencial + oferta premium
13305,0.7695,1_Critico,1,60,25,2419.33,1,0,0,0,0,0.0108,1_Llamada gerencial + oferta premium
13343,0.7695,1_Critico,2,34,65,831.76,1,0,0,1,0,0.0244,1_Llamada gerencial + oferta premium
9942,0.7694,1_Critico,2,60,77,893.8,1,0,0,1,0,0.2667,1_Llamada gerencial + oferta premium
4585,0.7694,1_Critico,2,57,101,586.95,1,0,0,0,1,0.2,1_Llamada gerencial + oferta premium
41456,0.7693,1_Critico,3,43,147,1099.45,1,0,0,0,1,0.1329,1_Llamada gerencial + oferta premium
45359,0.7693,1_Critico,2,60,85,936.44,1,0,0,0,1,0.2314,1_Llamada gerencial + oferta premium
40066,0.7693,1_Critico,2,69,45,1279.47,1,0,0,0,0,0.1732,1_Llamada gerencial + oferta premium
17536,0.7692,1_Critico,2,84,64,1075.81,1,0,0,0,1,0.1572,1_Llamada gerencial + oferta premium
31101,0.7691,1_Critico,3,71,130,1561.64,1,0,0,1,1,0.156,1_Llamada gerencial + oferta premium
46604,0.7691,1_Critico,1,83,19,1106.98,1,0,0,0,0,0.108,1_Llamada gerencial + oferta premium
4188,0.7691,1_Critico,1,32,177,811.7,1,0,0,0,0,0.3561,1_Llamada gerencial + oferta premium
19914,0.769,1_Critico,1,68,31,618.87,1,0,0,0,0,0.2224,1_Llamada gerencial + oferta premium
46390,0.769,1_Critico,2,39,114,829.54,1,0,0,0,1,0.1959,1_Llamada gerencial + oferta premium
20710,0.7689,1_Critico,1,50,57,783.2,1,0,0,0,0,-0.1203,1_Llamada gerencial + oferta premium
14047,0.7688,1_Critico,1,80,161,702.48,3,0,0,0,0,0.1059,1_Llamada gerencial + oferta premium
44367,0.7687,1_Critico,0,19,4,734.46,2,0,0,0,0,0.0617,1_Llamada gerencial + oferta premium
14350,0.7687,1_Critico,0,42,10,239.65,2,0,0,0,0,0.0773,1_Llamada gerencial + oferta premium
37022,0.7686,1_Critico,3,56,146,898.45,1,0,0,0,1,0.1352,1_Llamada gerencial + oferta premium
34414,0.7685,1_Critico,2,78,67,607.83,1,0,0,0,1,0.2226,1_Llamada gerencial + oferta premium
32425,0.7685,1_Critico,3,53,159,2011.18,1,0,0,1,1,0.211,1_Llamada gerencial + oferta premium
29588,0.7684,1_Critico,2,75,92,1201.36,1,0,0,1,0,0.1479,1_Llamada gerencial + oferta premium
41299,0.7684,1_Critico,1,22,66,1331.55,1,0,0,0,0,0.2115,1_Llamada gerencial + oferta premium
38732,0.7682,1_Critico,3,76,143,1187.71,1,0,0,1,1,0.2156,1_Llamada gerencial + oferta premium
42419,0.7682,1_Critico,3,65,116,418.65,1,0,0,1,1,0.2607,1_Llamada gerencial + oferta premium
13140,0.7681,1_Critico,2,79,48,1691.56,1,0,0,0,1,0.1301,1_Llamada gerencial + oferta premium
352,0.768,1_Critico,0,21,8,796.13,1,0,0,0,0,-0.0235,1_Llamada gerencial + oferta premium
2039,0.768,1_Critico,2,85,170,499.0,1,0,0,0,1,0.1225,1_Llamada gerencial + oferta premium
47413,0.7679,1_Critico,3,66,58,1340.21,1,0,0,1,1,0.1709,1_Llamada gerencial + oferta premium
16599,0.7679,1_Critico,2,25,22,891.27,1,0,0,1,0,0.1974,1_Llamada gerencial + oferta premium
29704,0.7678,1_Critico,2,68,26,1764.35,1,0,0,0,1,0.1614,1_Llamada gerencial + oferta premium
33411,0.7676,1_Critico,3,78,13,1197.37,1,0,0,1,1,0.12,1_Llamada gerencial + oferta premium
31485,0.7676,1_Critico,1,62,14,1406.78,1,0,0,0,0,0.1754,1_Llamada gerencial + oferta premium
33995,0.7676,1_Critico,3,76,55,2375.89,1,0,0,0,1,0.1013,1_Llamada gerencial + oferta premium
7323,0.7673,1_Critico,2,80,43,482.22,1,0,0,0,1,0.2507,1_Llamada gerencial + oferta premium
8335,0.7672,1_Critico,0,85,73,1557.35,1,0,0,0,0,-0.0022,1_Llamada gerencial + oferta premium
36360,0.7671,1_Critico,2,75,55,635.94,1,0,0,0,1,0.1999,1_Llamada gerencial + oferta premium
22227,0.7671,1_Critico,4,69,13,965.03,1,0,0,1,1,0.1375,1_Llamada gerencial + oferta premium
38264,0.7671,1_Critico,2,75,63,1140.78,1,0,0,0,0,0.1237,1_Llamada gerencial + oferta premium
49580,0.767,1_Critico,3,69,40,907.12,1,0,0,1,0,0.1273,1_Llamada gerencial + oferta premium
29935,0.767,1_Critico,1,28,12,1226.02,1,0,0,0,0,0.0702,1_Llamada gerencial + oferta premium
34067,0.7669,1_Critico,3,32,40,1635.58,1,0,0,1,1,0.1465,1_Llamada gerencial + oferta premium
9352,0.7669,1_Critico,2,27,179,1624.97,1,0,0,1,0,0.1598,1_Llamada gerencial + oferta premium
31714,0.7668,1_Critico,1,69,148,1100.36,1,0,0,0,0,0.2324,1_Llamada gerencial + oferta premium
41725,0.7668,1_Critico,1,43,107,838.89,1,0,0,0,0,0.2402,1_Llamada gerencial + oferta premium
41659,0.7667,1_Critico,1,71,18,1657.5,1,0,0,0,0,0.2138,1_Llamada gerencial + oferta premium
41905,0.7667,1_Critico,1,66,18,1301.61,1,0,0,0,0,0.1846,1_Llamada gerencial + oferta premium
44173,0.7666,1_Critico,2,71,109,531.0,1,0,0,0,0,0.2128,1_Llamada gerencial + oferta premium
35231,0.7665,1_Critico,2,37,112,1746.23,1,0,0,1,0,0.2013,1_Llamada gerencial + oferta premium
25502,0.7663,1_Critico,1,79,90,3005.7,1,0,0,0,0,0.1409,1_Llamada gerencial + oferta premium
37455,0.7663,1_Critico,1,85,28,1652.76,1,0,0,0,0,0.1642,1_Llamada gerencial + oferta premium
8223,0.7663,1_Critico,3,60,41,1372.1,1,0,0,0,1,0.1457,1_Llamada gerencial + oferta premium
6745,0.7662,1_Critico,2,77,153,223.35,1,0,0,0,1,0.1455,1_Llamada gerencial + oferta premium
5682,0.7661,1_Critico,3,71,29,1051.3,1,0,0,1,0,0.1505,1_Llamada gerencial + oferta premium
42689,0.7661,1_Critico,2,46,15,1624.81,1,0,0,0,0,0.15,1_Llamada gerencial + oferta premium
23170,0.7661,1_Critico,3,76,82,778.96,1,0,0,1,1,0.1306,1_Llamada gerencial + oferta premium
10782,0.7661,1_Critico,2,56,27,808.67,1,0,0,0,0,0.1377,1_Llamada gerencial + oferta premium
8135,0.766,1_Critico,2,68,15,1044.73,1,0,0,1,0,0.1259,1_Llamada gerencial + oferta premium
21920,0.766,1_Critico,1,85,61,1497.54,1,0,0,0,0,0.0389,1_Llamada gerencial + oferta premium
16985,0.7659,1_Critico,1,79,90,626.54,1,0,0,0,0,0.2266,1_Llamada gerencial + oferta premium
47545,0.7659,1_Critico,2,79,180,759.63,1,0,0,1,0,0.197,1_Llamada gerencial + oferta premium
42932,0.7658,1_Critico,1,31,14,859.89,1,0,0,0,0,0.0689,1_Llamada gerencial + oferta premium
6615,0.7657,1_Critico,3,32,23,1504.49,1,0,0,1,0,0.1323,1_Llamada gerencial + oferta premium
47177,0.7657,1_Critico,2,79,14,1036.74,1,0,0,1,0,0.1486,1_Llamada gerencial + oferta premium
8101,0.7657,1_Critico,3,47,41,1309.01,1,0,0,0,1,0.2213,1_Llamada gerencial + oferta premium
29439,0.7657,1_Critico,2,69,27,1524.43,1,0,0,0,0,0.1114,1_Llamada gerencial + oferta premium
9759,0.7656,1_Critico,2,78,45,890.63,1,0,0,0,1,0.0946,1_Llamada gerencial + oferta premium
24888,0.7655,1_Critico,3,33,163,1696.74,1,0,0,1,1,0.2337,1_Llamada gerencial + oferta premium
24675,0.7654,1_Critico,1,77,116,1394.63,1,0,0,0,0,0.2196,1_Llamada gerencial + oferta premium
6387,0.7653,1_Critico,0,51,37,778.33,1,0,0,0,0,-0.1181,1_Llamada gerencial + oferta premium
11873,0.7653,1_Critico,3,19,68,1087.85,1,0,0,1,1,0.1312,1_Llamada gerencial + oferta premium
11707,0.7653,1_Critico,1,83,59,637.65,1,0,0,0,0,0.1665,1_Llamada gerencial + oferta premium
22949,0.7653,1_Critico,1,35,45,1430.83,1,0,0,0,0,0.2538,1_Llamada gerencial + oferta premium
23451,0.7652,1_Critico,3,69,79,1404.68,1,0,0,1,1,0.1265,1_Llamada gerencial + oferta premium
17146,0.7652,1_Critico,1,72,154,1726.93,1,0,0,0,0,0.2295,1_Llamada gerencial + oferta premium
44380,0.7652,1_Critico,2,63,92,1956.43,1,0,0,0,0,0.1022,1_Llamada gerencial + oferta premium
21072,0.7651,1_Critico,1,41,124,402.6,1,0,0,0,0,0.1308,1_Llamada gerencial + oferta premium
25923,0.7651,1_Critico,1,79,78,956.13,1,0,0,0,0,0.2511,1_Llamada gerencial + oferta premium
15784,0.765,1_Critico,2,79,123,912.02,1,0,0,1,0,0.1249,1_Llamada gerencial + oferta premium
1921,0.765,1_Critico,2,44,68,978.9,1,0,0,0,0,0.1057,1_Llamada gerencial + oferta premium
29532,0.7649,1_Critico,2,72,120,723.35,1,0,0,1,0,0.1727,1_Llamada gerencial + oferta premium
18888,0.7649,1_Critico,3,38,23,1658.44,1,0,0,0,1,0.102,1_Llamada gerencial + oferta premium
33941,0.7649,1_Critico,2,83,127,1346.77,1,0,0,0,1,0.1267,1_Llamada gerencial + oferta premium
23285,0.7649,1_Critico,1,24,24,544.62,1,0,0,0,0,0.1863,1_Llamada gerencial + oferta premium
16010,0.7649,1_Critico,3,70,55,1280.15,1,0,0,1,1,0.1513,1_Llamada gerencial + oferta premium
17948,0.7648,1_Critico,2,21,138,803.92,1,0,0,1,0,0.1834,1_Llamada gerencial + oferta premium
25794,0.7647,1_Critico,2,36,1,1386.23,3,0,1,0,0,0.031,1_Llamada gerencial + oferta premium
27107,0.7647,1_Critico,3,38,69,302.55,1,0,0,1,0,0.1695,1_Llamada gerencial + oferta premium
28164,0.7647,1_Critico,2,25,44,1012.3,1,0,0,0,1,0.1745,1_Llamada gerencial + oferta premium
1260,0.7646,1_Critico,3,72,27,766.59,4,0,0,1,0,0.1856,1_Llamada gerencial + oferta premium
6444,0.7646,1_Critico,3,73,129,1830.16,1,0,0,1,1,0.1921,1_Llamada gerencial + oferta premium
102,0.7646,1_Critico,2,31,135,204.93,1,0,0,0,1,0.1867,1_Llamada gerencial + oferta premium
9637,0.7645,1_Critico,1,85,20,1078.79,1,0,0,0,0,0.1075,1_Llamada gerencial + oferta premium
4983,0.7645,1_Critico,2,30,160,1593.32,1,0,0,0,0,0.1596,1_Llamada gerencial + oferta premium
37846,0.7645,1_Critico,1,79,66,1399.93,1,0,0,0,0,0.1943,1_Llamada gerencial + oferta premium
46582,0.7642,1_Critico,1,42,25,374.15,1,0,0,0,0,0.2473,1_Llamada gerencial + oferta premium
39156,0.7642,1_Critico,2,60,122,1561.75,1,0,0,0,1,0.1595,1_Llamada gerencial + oferta premium
8633,0.7642,1_Critico,2,48,179,1149.65,1,0,0,1,0,0.0358,1_Llamada gerencial + oferta premium
22820,0.7641,1_Critico,3,30,85,1977.05,1,0,0,1,0,0.1047,1_Llamada gerencial + oferta premium
7787,0.7639,1_Critico,1,66,17,1019.34,1,0,0,0,0,0.0399,1_Llamada gerencial + oferta premium
2204,0.7638,1_Critico,2,40,21,1000.02,1,0,0,0,1,0.1622,1_Llamada gerencial + oferta premium
9963,0.7637,1_Critico,0,70,6,879.3,3,0,0,0,0,0.051,1_Llamada gerencial + oferta premium
2064,0.7637,1_Critico,1,66,44,728.62,1,0,0,0,0,0.1481,1_Llamada gerencial + oferta premium
34937,0.7637,1_Critico,2,31,172,1146.29,1,0,0,0,0,0.1203,1_Llamada gerencial + oferta premium
4139,0.7637,1_Critico,2,77,57,756.35,1,0,0,1,0,0.0917,1_Llamada gerencial + oferta premium
43048,0.7637,1_Critico,2,85,143,1153.49,1,0,0,0,1,0.2029,1_Llamada gerencial + oferta premium
49920,0.7637,1_Critico,2,19,158,1333.95,1,0,0,1,0,0.1601,1_Llamada gerencial + oferta premium
25470,0.7636,1_Critico,2,71,113,805.3,1,0,0,0,0,0.115,1_Llamada gerencial + oferta premium
10710,0.7636,1_Critico,1,79,23,405.35,1,0,0,0,0,0.1137,1_Llamada gerencial + oferta premium
44040,0.7636,1_Critico,1,49,172,1749.61,1,0,0,0,0,0.1719,1_Llamada gerencial + oferta premium
34390,0.7635,1_Critico,1,28,88,646.71,1,0,0,0,0,0.2268,1_Llamada gerencial + oferta premium
16417,0.7635,1_Critico,1,75,84,1421.39,1,0,0,0,0,0.2031,1_Llamada gerencial + oferta premium
21237,0.7634,1_Critico,2,50,32,1078.56,1,0,0,0,0,0.2011,1_Llamada gerencial + oferta premium
17473,0.7633,1_Critico,3,69,23,1417.9,1,0,0,1,0,0.1252,1_Llamada gerencial + oferta premium
38971,0.7633,1_Critico,3,71,80,1164.08,1,0,0,1,1,0.1853,1_Llamada gerencial + oferta premium
13327,0.7633,1_Critico,0,74,134,1068.97,1,0,0,0,0,0.055,1_Llamada gerencial + oferta premium
